,word1,word2,similarity
116,край,конец,0.754
117,доллар,народ,0.023
118,идти,приходить,0.6459999999999999
119,слушать,слышать,0.7
120,случаться,происходить,0.946
121,начинать,происходить,0.408
122,защищать,отстаивать,0.885
123,убивать,уничтожать,0.792
124,создавать,делать,0.8310000000000001
125,нести,приносить,0.662
126,выбирать,избирать,0.8539999999999999
127,делать,строить,0.638
128,получать,давать,0.008
129,брать,получать,0.408
130,думать,решать,0.608
131,соглашаться,спорить,0.015
132,разрушать,создавать,0.0
133,сохранять,защищать,0.6849999999999999
134,понимать,знать,0.6769999999999999
135,брать,получать,0.408
136,принимать,признавать,0.708
137,решать,выбирать,0.6769999999999999
138,принимать,верить,0.254
139,знать,верить,0.2689999999999999
140,собираться,встречаться,0.708
141,посылать,получать,0.015
142,идти,входить,0.415
143,брать,нести,0.1
144,забывать,узнавать,0.0
145,назначать,избирать,0.285
146,идти,посылать,0.108
147,говорить,слышать,0.008
148,разрушать,организовывать,0.0
149,идти,позволять,0.008
150,узнавать,слушать,0.162
151,разрушать,строить,0.0
152,создавать,строить,0.6920000000000001
153,воровать,покупать,0.0
154,забывать,знать,0.0
155,создавать,представлять,0.015
156,действовать,происходить,0.4
157,заслуживать,зарабатывать,0.446
158,получать,назначать,0.023
159,знать,понимать,0.346
160,приходить,приносить,0.023
161,читать,понимать,0.031
162,забирать,оставлять,0.008
163,изучать,оценивать,0.315
164,делать,становиться,0.354
165,открывать,происходить,0.254
166,понимать,слушать,0.4379999999999999
167,занимать,продавать,0.162
168,объяснять,доказывать,0.8230000000000001
169,прощать,забывать,0.5539999999999999
170,понимать,прощать,0.5690000000000001
171,напоминать,забывать,0.2769999999999999
172,думать,спрашивать,0.331
173,спорить,убеждать,0.731
174,добиваться,убеждать,0.523
175,принимать,прощать,0.508
176,обсуждать,объяснять,0.5770000000000001
177,держать,занимать,0.331
178,устраивать,организовывать,0.762
179,говорить,признавать,0.423
180,давать,занимать,0.631
181,убивать,защищать,0.154
182,становиться,казаться,0.477
183,оставаться,сохранять,0.308
184,забывать,помнить,0.008
185,хотеть,выбирать,0.115
186,пытаться,думать,0.038
187,становиться,казаться,0.108
188,держать,давать,0.031
189,позволять,разрешать,0.938
190,приносить,посылать,0.062
191,создавать,разрушать,0.0
192,начинать,идти,0.046
193,добавлять,строить,0.077
194,приносить,восстанавливать,0.023
195,представлять,решать,0.038
196,организовывать,становиться,0.1379999999999999
197,давать,знать,0.046
198,говорить,подтверждать,0.292
199,занимать,хотеть,0.038
200,изучать,заниматься,0.346
201,напоминать,продавать,0.015
