,word1,word2,similarity
369,мотор,лодка,0.031
370,наука,психология,0.2689999999999999
371,грешник,святой,0.015
372,разрушение,построение,0.023
373,толпа,группа,0.638
374,пляж,риф,0.1379999999999999
375,мужчина,ребенок,0.023
376,хлеб,сыр,0.038
377,чемпион,победитель,0.938
378,праздник,церемония,0.6849999999999999
379,меню,заказ,0.331
380,король,принцесса,0.0849999999999999
381,богатство,репутация,0.131
382,выносливость,сила,0.4379999999999999
383,опасность,угроза,0.969
384,бог,священник,0.215
385,мужчина,братство,0.1689999999999999
386,приятель,спутник,0.477
387,наставник,помощник,0.346
388,тело,желудок,0.092
389,язык,горло,0.1379999999999999
390,дом,ковер,0.0849999999999999
391,ум,навык,0.285
392,путешествие,завоевание,0.0689999999999999
393,бог,жертва,0.046
394,брат,человек,0.154
395,соперник,противник,0.908
396,смерть,бедствие,0.192
397,чудовище,демон,0.6849999999999999
398,день,утро,0.077
399,человек,победитель,0.046
400,друг,парень,0.1
401,песня,история,0.177
402,луч,солнце,0.354
403,парень,бабник,0.231
404,коробка,лифт,0.177
405,масло,картофель,0.077
406,квартира,мебель,0.1689999999999999
407,озеро,болото,0.331
408,салат,уксус,0.131
409,облако,мгла,0.285
410,водитель,пилот,0.662
411,сахар,мед,0.2689999999999999
412,тело,плечо,0.154
413,идея,образ,0.5690000000000001
414,отец,брат,0.0689999999999999
415,луна,планета,0.462
416,бал,костюм,0.192
417,ограда,забор,0.954
418,комната,кровать,0.115
419,цветок,куст,0.3
420,кость,колено,0.2689999999999999
421,рука,колено,0.046
422,низ,бок,0.046
423,сосуд,вена,0.6769999999999999
424,кот,кролик,0.046
425,мясо,бутерброд,0.208
426,верование,представление,0.462
427,внимание,интерес,0.708
428,настрой,уверенность,0.469
429,право,правосудие,0.492
430,спор,соглашение,0.131
431,глубина,величина,0.315
432,носитель,новость,0.1
433,победитель,кандидат,0.192
434,юбилей,дата,0.662
435,гонорар,платеж,0.8
436,библия,псалом,0.5539999999999999
437,выход,проход,0.4539999999999999
438,человек,охранник,0.231
439,проход,коридор,0.8539999999999999
440,висок,джин,0.5690000000000001
441,кровь,мозг,0.123
442,масло,норка,0.062
443,пол,палуба,0.623
444,крыша,пол,0.023
445,дверь,пол,0.031
446,плечо,голова,0.054
447,платформа,вагон,0.262
448,автомобиль,карета,0.3
449,богатство,слава,0.3229999999999999
450,печаль,стыд,0.2
451,руководство,управление,0.8690000000000001
452,общение,беседа,0.885
453,загрязнение,атмосфера,0.192
454,анатомия,биология,0.4379999999999999
455,колледж,профессия,0.262
456,книга,тема,0.2
457,формула,уравнение,0.7
458,книга,информация,0.5309999999999999
459,мальчик,партнер,0.1
460,небо,вселенная,0.377
461,население,народ,0.8619999999999999
462,колледж,класс,0.238
463,глава,мэр,0.708
464,раввин,священник,0.738
465,метр,дюйм,0.262
466,юрист,банкир,0.115
467,скрипка,инструмент,0.446
468,лагерь,домик,0.192
469,кастрюля,прибор,0.2
470,лен,ткань,0.346
471,висок,шампанское,0.231
472,девочка,ребенок,0.469
473,коттедж,домик,0.738
474,птица,курица,0.546
475,грохот,шум,0.792
476,закат,вечер,0.546
477,взрослый,младенец,0.031
478,тело,позвоночник,0.338
479,шляпка,гвоздь,0.0849999999999999
480,бревно,древесина,0.654
481,ложка,чашка,0.154
482,тело,нерв,0.2
483,мужчина,муж,0.562
484,кость,шея,0.215
485,досада,злость,0.5690000000000001
486,река,море,0.262
487,задача,работа,0.6920000000000001
488,клуб,общество,0.669
489,отражение,образ,0.631
490,принц,король,0.508
491,снег,погода,0.308
492,электорат,партия,0.208
493,мальчик,брат,0.254
494,корень,трава,0.292
495,бровь,глаз,0.223
496,деньги,жемчуг,0.308
497,деньги,бриллиант,0.408
498,автотранспорт,автобус,0.8310000000000001
499,дом,амбар,0.308
500,палец,ладонь,0.315
501,автомобиль,мост,0.115
502,усилие,трудность,0.4379999999999999
503,факт,суть,0.6769999999999999
504,работа,управление,0.446
505,рак,болезнь,0.754
506,известие,газета,0.523
507,композитор,писатель,0.4539999999999999
508,актер,певец,0.562
509,ванная,кухня,0.208
510,дверь,кухня,0.123
511,ценность,вера,0.223
512,мудрость,ум,0.8230000000000001
513,невежество,ум,0.1689999999999999
514,счастие,удача,0.7769999999999999
515,идея,план,0.654
516,настроение,эмоция,0.738
517,логика,арифметика,0.4379999999999999
518,отрицание,признание,0.131
519,спор,критика,0.392
520,агрессивность,враждебность,0.908
521,химия,теория,0.262
522,разбирательство,вердикт,0.262
523,комфорт,безопасность,0.631
524,видение,восприятие,0.762
525,эпоха,десятилетие,0.431
526,биография,роман,0.292
527,дискуссия,спор,0.8690000000000001
528,код,символ,0.608
529,опасность,болезнь,0.5
530,авария,бедствие,0.615
531,путешествие,поездка,0.8310000000000001
532,действие,движение,0.708
533,сплетня,новость,0.485
534,отец,бог,0.492
535,действие,курс,0.308
536,жар,болезнь,0.631
537,авиация,полет,0.6769999999999999
538,игра,действие,0.462
539,молекула,воздух,0.377
540,дом,государство,0.2689999999999999
541,слово,литература,0.331
542,взрослый,опекун,0.5379999999999999
543,газета,информация,0.5539999999999999
544,коммуникация,телевидение,0.662
545,кузен,дядя,0.477
546,писатель,читатель,0.192
547,парень,товарищ,0.477
548,область,угол,0.192
549,баллада,песня,0.638
550,стена,отделка,0.285
551,слово,страница,0.215
552,политик,президент,0.746
553,президент,мэр,0.392
554,книга,эссе,0.377
555,мужчина,воин,0.5920000000000001
556,статья,журнал,0.392
557,завтрак,ужин,0.2
558,толпа,парад,0.477
559,проход,коридор,0.762
560,наставник,раввин,0.469
561,бедро,губа,0.077
562,книга,статья,0.392
563,комната,камера,0.508
564,кабинка,будка,0.754
565,дочь,ребенок,0.769
566,конечность,нога,0.7849999999999999
567,печень,легкий,0.215
568,класс,коридор,0.146
569,гора,выступ,0.415
570,одежда,пуговица,0.246
571,одежда,пальто,0.754
572,почка,орган,0.769
573,автомобиль,шланг,0.215
574,табак,сигарета,0.731
575,учащийся,преподаватель,0.1689999999999999
576,младенец,дочь,0.469
577,молоко,сок,0.185
578,квартира,гостиница,0.3229999999999999
579,стакан,рожок,0.508
580,конь,бык,0.131
581,горло,нос,0.292
582,кость,зуб,0.208
583,кость,локоть,0.154
584,доказательство,факт,0.662
585,назначение,обязательство,0.392
586,юбилей,год,0.2689999999999999
587,слово,ключ,0.1
588,автор,создатель,0.923
589,архиепископ,епископ,0.6
590,письмо,абзац,0.162
591,страница,абзац,0.2
592,шпиль,часовня,0.208
593,мускул,кость,0.062
594,мускул,язык,0.1689999999999999
595,мальчик,солдат,0.123
596,парень,девушка,0.031
597,кровать,стул,0.123
598,одежда,пиджак,0.4
599,ружье,нож,0.123
600,бутылка,контейнер,0.231
601,мясо,хлеб,0.131
602,рука,кость,0.162
603,шея,позвоночник,0.262
604,яблоко,лимон,0.131
605,мука,горе,0.2769999999999999
606,задание,задача,0.885
607,ночь,рассвет,0.108
608,ужин,суп,0.2689999999999999
609,теленок,бык,0.5379999999999999
610,снег,шторм,0.215
611,ноготь,кисть,0.0849999999999999
612,собака,лошадь,0.062
613,рука,шея,0.062
614,мяч,перчатка,0.1
615,грипп,жар,0.369
616,гонорар,зарплата,0.877
617,нерв,мозг,0.285
618,зверь,животное,0.8380000000000001
619,девочка,дева,0.5770000000000001
620,ребенок,мальчик,0.5379999999999999
621,алкоголь,вино,0.6459999999999999
622,нос,рот,0.123
623,улица,автомобиль,0.062
624,звонок,дверь,0.131
625,коробка,шляпа,0.0689999999999999
626,мнение,впечатление,0.523
627,предубеждение,мнение,0.492
628,внимание,осведомленность,0.285
629,злость,настроение,0.362
630,красота,возраст,0.285
631,книга,тема,0.215
632,подруга,мать,0.238
633,витамин,железо,0.2689999999999999
634,автомобиль,завод,0.177
635,пакт,условие,0.346
636,глава,выбор,0.0849999999999999
637,арифметика,ритм,0.023
638,победитель,присутствие,0.046
639,вера,цветок,0.023
640,победитель,гол,0.4
641,трюк,размер,0.023
642,выбор,вена,0.015
643,псалом,завоевание,0.031
644,тюрьма,выбор,0.062
645,состояние,мальчик,0.0849999999999999
646,цветок,выносливость,0.046
647,братство,дверь,0.008
648,задача,женщина,0.046
649,братство,бейсбол,0.0689999999999999
650,цент,размер,0.0689999999999999
651,присутствие,дверь,0.092
652,мышь,управление,0.385
653,спиртное,век,0.0
654,задача,пустяк,0.046
655,остров,задача,0.015
656,ночь,глава,0.023
657,загрязнение,президент,0.031
658,ружье,шалость,0.038
659,ванна,шалость,0.038
660,диета,яблоко,0.238
661,цент,жена,0.023
662,глава,конец,0.1
663,курс,желудок,0.0
664,псалом,солома,0.0
665,дантист,полковник,0.031
666,жена,солома,0.015
667,дыра,жена,0.015
668,ученик,президент,0.038
669,ванна,жена,0.031
670,народ,цент,0.015
671,формула,журнал,0.008
672,женщина,мех,0.046
673,яблоко,солнце,0.015
674,ружье,рассвет,0.008
675,фотоаппарат,президент,0.015
676,спиртное,группа,0.023
677,желудок,вена,0.038
678,ружье,мех,0.054
679,работник,фотоаппарат,0.062
680,палуба,мышь,0.015
681,рис,мальчик,0.008
682,народ,ружье,0.008
683,край,конец,0.754
684,принцесса,остров,0.0
685,контейнер,мышь,0.015
686,платформа,контейнер,0.054
687,народ,шар,0.008
688,доллар,народ,0.023
689,ванна,шар,0.015
690,желудок,спальня,0.0
691,велосипед,спальня,0.0
692,бревно,ванна,0.0
693,миска,хвост,0.015
694,идти,приходить,0.6459999999999999
695,брать,красть,0.2689999999999999
696,слушать,слышать,0.7
697,думать,обосновывать,0.5
698,случаться,происходить,0.946
699,пропадать,исчезать,0.931
700,умножать,делить,0.046
701,просить,умолять,0.8150000000000001
702,начинать,происходить,0.408
703,защищать,отстаивать,0.885
704,убивать,уничтожать,0.792
705,создавать,делать,0.8310000000000001
706,принимать,отвергать,0.0689999999999999
707,игнорировать,избегать,0.7769999999999999
708,нести,приносить,0.662
709,покидать,входить,0.0689999999999999
710,выбирать,избирать,0.8539999999999999
711,проигрывать,проваливать,0.392
712,достигать,завершать,0.662
713,делать,строить,0.638
714,слушать,подчиняться,0.5
715,информировать,сообщать,0.946
716,получать,давать,0.008
717,занимать,нищенствовать,0.262
718,брать,получать,0.408
719,советовать,рекомендовать,0.946
720,имитировать,изображать,0.754
721,побеждать,преуспевать,0.585
722,думать,решать,0.608
723,приветствовать,встречать,0.7150000000000001
724,соглашаться,спорить,0.015
725,наслаждаться,развлекаться,0.669
726,разрушать,создавать,0.0
727,сохранять,защищать,0.6849999999999999
728,давать,одалживать,0.6849999999999999
729,понимать,знать,0.6769999999999999
730,брать,получать,0.408
731,принимать,признавать,0.708
732,решать,выбирать,0.6769999999999999
733,принимать,верить,0.254
734,хранить,владеть,0.5309999999999999
735,преуспевать,проваливать,0.0
736,тратить,копить,0.0
737,покидать,идти,0.2
738,приходить,посещать,0.7849999999999999
739,знать,верить,0.2689999999999999
740,собираться,встречаться,0.708
741,добывать,зарабатывать,0.662
742,забывать,игнорировать,0.546
743,умножать,складывать,0.292
744,сжиматься,расти,0.0
745,прибывать,покидать,0.0
746,преуспевать,пытаться,0.177
747,принимать,отвергать,0.0
748,прибывать,приходить,0.8079999999999999
749,соответствовать,различаться,0.0
750,посылать,получать,0.015
751,выигрывать,доминировать,0.738
752,складывать,делить,0.015
753,убивать,душить,0.708
754,приобретать,получать,0.8079999999999999
755,участвовать,присоединяться,0.6459999999999999
756,покидать,оставаться,0.008
757,идти,входить,0.415
758,брать,нести,0.1
759,забывать,узнавать,0.0
760,назначать,избирать,0.285
761,просить,молиться,0.546
762,идти,посылать,0.108
763,брать,доставлять,0.115
764,говорить,слышать,0.008
765,анализировать,оценивать,0.792
766,аргументировать,обосновывать,0.877
767,терять,сохранять,0.0
768,сравнивать,анализировать,0.5379999999999999
769,разрушать,организовывать,0.0
770,идти,позволять,0.008
771,брать,завладевать,0.6849999999999999
772,узнавать,слушать,0.162
773,разрушать,строить,0.0
774,создавать,строить,0.6920000000000001
775,воровать,покупать,0.0
776,убивать,вешать,0.3
777,забывать,знать,0.0
778,создавать,представлять,0.015
779,действовать,происходить,0.4
780,побеждать,завершать,0.046
781,соглашаться,отказывать,0.0
782,заслуживать,зарабатывать,0.446
783,получать,назначать,0.023
784,обнаруживать,находить,0.885
785,появляться,посещать,0.477
786,знать,понимать,0.346
787,притворяться,воображать,0.177
788,удовлетворять,угождать,0.6769999999999999
789,лелеять,хранить,0.377
790,спорить,различаться,0.146
791,побеждать,доминировать,0.523
792,слушаться,подчиняться,0.6849999999999999
793,сотрудничать,участвовать,0.369
794,достигать,пытаться,0.185
795,проваливать,обескураживать,0.0689999999999999
796,начинать,прекращать,0.0
797,высказываться,участвовать,0.185
798,приходить,приносить,0.023
799,провозглашать,объявлять,0.7230000000000001
800,читать,понимать,0.031
801,забирать,оставлять,0.008
802,объявлять,провозглашать,0.8460000000000001
803,приобретать,получать,0.615
804,завершать,решать,0.1379999999999999
805,угождать,умолять,0.077
806,аргументировать,подтверждать,0.546
807,просить,умолять,0.7849999999999999
808,находить,исчезать,0.0
809,осматривать,изучать,0.5309999999999999
810,подтверждать,обосновывать,0.5379999999999999
811,предполагать,предсказывать,0.662
812,изучать,оценивать,0.315
813,аргументировать,обосновывать,0.877
814,делать,становиться,0.354
815,открывать,происходить,0.254
816,достигать,преуспевать,0.738
817,давать,вкладывать,0.546
818,понимать,слушать,0.4379999999999999
819,расширяться,расти,0.8079999999999999
820,занимать,продавать,0.162
821,хранить,защищать,0.615
822,объяснять,доказывать,0.8230000000000001
823,ладить,угождать,0.485
824,прощать,забывать,0.5539999999999999
825,прояснять,объяснять,0.8310000000000001
826,понимать,прощать,0.5690000000000001
827,напоминать,забывать,0.2769999999999999
828,достигать,оставаться,0.308
829,осознавать,обнаруживать,0.515
830,требовать,запрашивать,0.615
831,игнорировать,обращаться,0.154
832,думать,спрашивать,0.331
833,отвергать,избегать,0.585
834,спорить,убеждать,0.731
835,добиваться,убеждать,0.523
836,принимать,прощать,0.508
837,делать,прекращать,0.238
838,исследовать,изучать,0.8690000000000001
839,обсуждать,объяснять,0.5770000000000001
840,задолжать,одалживать,0.508
841,изучать,обнаруживать,0.6
842,жаловаться,ругаться,0.354
843,отодвигать,отвергать,0.446
844,держать,занимать,0.331
845,умолять,просить,0.8079999999999999
846,устраивать,организовывать,0.762
847,уменьшаться,сжиматься,0.8460000000000001
848,говорить,признавать,0.423
849,давать,занимать,0.631
850,убивать,защищать,0.154
851,исчезать,сжиматься,0.392
852,рожать,носить,0.369
853,дышать,задыхаться,0.262
854,признавать,уведомлять,0.354
855,становиться,казаться,0.477
856,притворяться,казаться,0.492
857,завершать,становиться,0.392
858,размышлять,думать,0.915
859,определять,предсказывать,0.5309999999999999
860,угождать,развлекать,0.546
861,оставаться,сохранять,0.308
862,притворяться,изображать,0.6
863,забывать,помнить,0.008
864,хотеть,выбирать,0.115
865,терять,получать,0.008
866,пытаться,думать,0.038
867,становиться,казаться,0.108
868,покидать,игнорировать,0.123
869,принимать,рекомендовать,0.046
870,держать,давать,0.031
871,позволять,разрешать,0.938
872,приносить,посылать,0.062
873,поглощать,учиться,0.123
874,приобретать,находить,0.515
875,покидать,появляться,0.015
876,создавать,разрушать,0.0
877,начинать,идти,0.046
878,приобретать,покупать,0.8460000000000001
879,коллекционировать,сохранять,0.562
880,заменять,восстанавливать,0.238
881,соединять,добавлять,0.462
882,объединяться,жениться,0.431
883,принимать,доставлять,0.008
884,вкладывать,соединять,0.192
885,класть,вешать,0.1
886,продаваться,продавать,0.423
887,общаться,молиться,0.238
888,давать,красть,0.0
889,добавлять,строить,0.077
890,приносить,восстанавливать,0.023
891,понимать,удовлетворять,0.177
892,представлять,решать,0.038
893,организовывать,становиться,0.1379999999999999
894,давать,знать,0.046
895,говорить,подтверждать,0.292
896,сотрудничать,объединяться,0.638
897,устраивать,нуждаться,0.023
898,занимать,хотеть,0.038
899,изучать,заниматься,0.346
900,игнорировать,исследовать,0.008
901,приносить,жаловаться,0.008
902,входить,задолжать,0.008
903,изображать,уведомлять,0.054
904,напоминать,продавать,0.015
905,поглощать,иметь,0.192
906,объединяться,приобретать,0.2
907,посылать,посещать,0.0
908,собираться,посещать,0.062
909,поглощать,отделяться,0.023
910,посещать,прибывать,0.546
