,word1,word2,similarity
308,печаль,стыд,0.2
309,руководство,управление,0.8690000000000001
310,общение,беседа,0.885
311,колледж,профессия,0.262
312,книга,тема,0.2
313,книга,информация,0.5309999999999999
314,мальчик,партнер,0.1
315,небо,вселенная,0.377
316,население,народ,0.8619999999999999
317,колледж,класс,0.238
318,глава,мэр,0.708
319,раввин,священник,0.738
320,юрист,банкир,0.115
321,лагерь,домик,0.192
322,лен,ткань,0.346
323,девочка,ребенок,0.469
324,птица,курица,0.546
325,закат,вечер,0.546
326,взрослый,младенец,0.031
327,тело,нерв,0.2
328,мужчина,муж,0.562
329,кость,шея,0.215
330,река,море,0.262
331,задача,работа,0.6920000000000001
332,клуб,общество,0.669
333,отражение,образ,0.631
334,принц,король,0.508
335,снег,погода,0.308
336,электорат,партия,0.208
337,мальчик,брат,0.254
338,корень,трава,0.292
339,бровь,глаз,0.223
340,деньги,жемчуг,0.308
341,автомобиль,мост,0.115
342,усилие,трудность,0.4379999999999999
343,факт,суть,0.6769999999999999
344,работа,управление,0.446
345,рак,болезнь,0.754
346,известие,газета,0.523
347,актер,певец,0.562
348,ванная,кухня,0.208
349,дверь,кухня,0.123
350,ценность,вера,0.223
351,мудрость,ум,0.8230000000000001
352,невежество,ум,0.1689999999999999
353,счастие,удача,0.7769999999999999
354,идея,план,0.654
355,настроение,эмоция,0.738
356,отрицание,признание,0.131
357,спор,критика,0.392
358,химия,теория,0.262
359,комфорт,безопасность,0.631
360,видение,восприятие,0.762
361,эпоха,десятилетие,0.431
362,биография,роман,0.292
363,дискуссия,спор,0.8690000000000001
364,код,символ,0.608
365,опасность,болезнь,0.5
366,путешествие,поездка,0.8310000000000001
367,действие,движение,0.708
368,сплетня,новость,0.485
369,отец,бог,0.492
370,действие,курс,0.308
371,авиация,полет,0.6769999999999999
372,игра,действие,0.462
373,дом,государство,0.2689999999999999
374,слово,литература,0.331
375,газета,информация,0.5539999999999999
376,коммуникация,телевидение,0.662
377,писатель,читатель,0.192
378,парень,товарищ,0.477
379,область,угол,0.192
380,слово,страница,0.215
381,политик,президент,0.746
382,президент,мэр,0.392
383,мужчина,воин,0.5920000000000001
384,статья,журнал,0.392
385,завтрак,ужин,0.2
386,толпа,парад,0.477
387,проход,коридор,0.762
388,бедро,губа,0.077
389,книга,статья,0.392
390,комната,камера,0.508
391,дочь,ребенок,0.769
392,печень,легкий,0.215
393,класс,коридор,0.146
394,одежда,пальто,0.754
395,почка,орган,0.769
396,табак,сигарета,0.731
397,учащийся,преподаватель,0.1689999999999999
398,младенец,дочь,0.469
399,молоко,сок,0.185
400,квартира,гостиница,0.3229999999999999
401,конь,бык,0.131
402,горло,нос,0.292
403,кость,зуб,0.208
404,кость,локоть,0.154
405,доказательство,факт,0.662
406,назначение,обязательство,0.392
407,юбилей,год,0.2689999999999999
408,слово,ключ,0.1
409,автор,создатель,0.923
410,мальчик,солдат,0.123
411,парень,девушка,0.031
412,кровать,стул,0.123
413,одежда,пиджак,0.4
414,ружье,нож,0.123
415,мясо,хлеб,0.131
416,рука,кость,0.162
417,яблоко,лимон,0.131
418,мука,горе,0.2769999999999999
419,задание,задача,0.885
420,ночь,рассвет,0.108
421,ужин,суп,0.2689999999999999
422,снег,шторм,0.215
423,собака,лошадь,0.062
424,рука,шея,0.062
425,нерв,мозг,0.285
426,зверь,животное,0.8380000000000001
427,ребенок,мальчик,0.5379999999999999
428,алкоголь,вино,0.6459999999999999
429,нос,рот,0.123
430,улица,автомобиль,0.062
431,звонок,дверь,0.131
432,коробка,шляпа,0.0689999999999999
433,мнение,впечатление,0.523
434,красота,возраст,0.285
435,книга,тема,0.215
436,подруга,мать,0.238
437,витамин,железо,0.2689999999999999
438,автомобиль,завод,0.177
439,глава,выбор,0.0849999999999999
440,победитель,присутствие,0.046
441,вера,цветок,0.023
442,победитель,гол,0.4
443,трюк,размер,0.023
444,выбор,вена,0.015
445,тюрьма,выбор,0.062
446,состояние,мальчик,0.0849999999999999
447,братство,дверь,0.008
448,задача,женщина,0.046
449,присутствие,дверь,0.092
450,мышь,управление,0.385
451,остров,задача,0.015
452,ночь,глава,0.023
453,диета,яблоко,0.238
454,глава,конец,0.1
455,курс,желудок,0.0
456,дыра,жена,0.015
457,ученик,президент,0.038
458,ванна,жена,0.031
459,формула,журнал,0.008
460,яблоко,солнце,0.015
461,ружье,рассвет,0.008
462,желудок,вена,0.038
463,народ,ружье,0.008
464,край,конец,0.754
465,принцесса,остров,0.0
466,народ,шар,0.008
467,доллар,народ,0.023
468,ванна,шар,0.015
469,желудок,спальня,0.0
470,велосипед,спальня,0.0
471,бревно,ванна,0.0
472,идти,приходить,0.6459999999999999
473,брать,красть,0.2689999999999999
474,слушать,слышать,0.7
475,думать,обосновывать,0.5
476,случаться,происходить,0.946
477,пропадать,исчезать,0.931
478,просить,умолять,0.8150000000000001
479,начинать,происходить,0.408
480,защищать,отстаивать,0.885
481,убивать,уничтожать,0.792
482,создавать,делать,0.8310000000000001
483,принимать,отвергать,0.0689999999999999
484,игнорировать,избегать,0.7769999999999999
485,нести,приносить,0.662
486,покидать,входить,0.0689999999999999
487,выбирать,избирать,0.8539999999999999
488,проигрывать,проваливать,0.392
489,достигать,завершать,0.662
490,делать,строить,0.638
491,слушать,подчиняться,0.5
492,информировать,сообщать,0.946
493,получать,давать,0.008
494,брать,получать,0.408
495,советовать,рекомендовать,0.946
496,имитировать,изображать,0.754
497,думать,решать,0.608
498,приветствовать,встречать,0.7150000000000001
499,соглашаться,спорить,0.015
500,наслаждаться,развлекаться,0.669
501,разрушать,создавать,0.0
502,сохранять,защищать,0.6849999999999999
503,понимать,знать,0.6769999999999999
504,брать,получать,0.408
505,принимать,признавать,0.708
506,решать,выбирать,0.6769999999999999
507,принимать,верить,0.254
508,хранить,владеть,0.5309999999999999
509,покидать,идти,0.2
510,приходить,посещать,0.7849999999999999
511,знать,верить,0.2689999999999999
512,собираться,встречаться,0.708
513,добывать,зарабатывать,0.662
514,забывать,игнорировать,0.546
515,прибывать,покидать,0.0
516,принимать,отвергать,0.0
517,прибывать,приходить,0.8079999999999999
518,посылать,получать,0.015
519,убивать,душить,0.708
520,приобретать,получать,0.8079999999999999
521,участвовать,присоединяться,0.6459999999999999
522,покидать,оставаться,0.008
523,идти,входить,0.415
524,брать,нести,0.1
525,забывать,узнавать,0.0
526,назначать,избирать,0.285
527,просить,молиться,0.546
528,идти,посылать,0.108
529,брать,доставлять,0.115
530,говорить,слышать,0.008
531,анализировать,оценивать,0.792
532,аргументировать,обосновывать,0.877
533,терять,сохранять,0.0
534,сравнивать,анализировать,0.5379999999999999
535,разрушать,организовывать,0.0
536,идти,позволять,0.008
537,узнавать,слушать,0.162
538,разрушать,строить,0.0
539,создавать,строить,0.6920000000000001
540,воровать,покупать,0.0
541,убивать,вешать,0.3
542,забывать,знать,0.0
543,создавать,представлять,0.015
544,действовать,происходить,0.4
545,побеждать,завершать,0.046
546,соглашаться,отказывать,0.0
547,заслуживать,зарабатывать,0.446
548,получать,назначать,0.023
549,обнаруживать,находить,0.885
550,появляться,посещать,0.477
551,знать,понимать,0.346
552,удовлетворять,угождать,0.6769999999999999
553,сотрудничать,участвовать,0.369
554,достигать,пытаться,0.185
555,начинать,прекращать,0.0
556,высказываться,участвовать,0.185
557,приходить,приносить,0.023
558,провозглашать,объявлять,0.7230000000000001
559,читать,понимать,0.031
560,забирать,оставлять,0.008
561,объявлять,провозглашать,0.8460000000000001
562,приобретать,получать,0.615
563,завершать,решать,0.1379999999999999
564,угождать,умолять,0.077
565,аргументировать,подтверждать,0.546
566,просить,умолять,0.7849999999999999
567,находить,исчезать,0.0
568,подтверждать,обосновывать,0.5379999999999999
569,предполагать,предсказывать,0.662
570,изучать,оценивать,0.315
571,аргументировать,обосновывать,0.877
572,делать,становиться,0.354
573,открывать,происходить,0.254
574,давать,вкладывать,0.546
575,понимать,слушать,0.4379999999999999
576,занимать,продавать,0.162
577,хранить,защищать,0.615
578,объяснять,доказывать,0.8230000000000001
579,прощать,забывать,0.5539999999999999
580,понимать,прощать,0.5690000000000001
581,напоминать,забывать,0.2769999999999999
582,достигать,оставаться,0.308
583,осознавать,обнаруживать,0.515
584,требовать,запрашивать,0.615
585,игнорировать,обращаться,0.154
586,думать,спрашивать,0.331
587,отвергать,избегать,0.585
588,спорить,убеждать,0.731
589,добиваться,убеждать,0.523
590,принимать,прощать,0.508
591,делать,прекращать,0.238
592,обсуждать,объяснять,0.5770000000000001
593,изучать,обнаруживать,0.6
594,жаловаться,ругаться,0.354
595,отодвигать,отвергать,0.446
596,держать,занимать,0.331
597,умолять,просить,0.8079999999999999
598,устраивать,организовывать,0.762
599,говорить,признавать,0.423
600,давать,занимать,0.631
601,убивать,защищать,0.154
602,рожать,носить,0.369
603,становиться,казаться,0.477
604,завершать,становиться,0.392
605,размышлять,думать,0.915
606,определять,предсказывать,0.5309999999999999
607,оставаться,сохранять,0.308
608,забывать,помнить,0.008
609,хотеть,выбирать,0.115
610,терять,получать,0.008
611,пытаться,думать,0.038
612,становиться,казаться,0.108
613,покидать,игнорировать,0.123
614,принимать,рекомендовать,0.046
615,держать,давать,0.031
616,позволять,разрешать,0.938
617,приносить,посылать,0.062
618,приобретать,находить,0.515
619,покидать,появляться,0.015
620,создавать,разрушать,0.0
621,начинать,идти,0.046
622,приобретать,покупать,0.8460000000000001
623,заменять,восстанавливать,0.238
624,соединять,добавлять,0.462
625,объединяться,жениться,0.431
626,принимать,доставлять,0.008
627,вкладывать,соединять,0.192
628,класть,вешать,0.1
629,продаваться,продавать,0.423
630,общаться,молиться,0.238
631,давать,красть,0.0
632,добавлять,строить,0.077
633,приносить,восстанавливать,0.023
634,понимать,удовлетворять,0.177
635,представлять,решать,0.038
636,организовывать,становиться,0.1379999999999999
637,давать,знать,0.046
638,говорить,подтверждать,0.292
639,сотрудничать,объединяться,0.638
640,устраивать,нуждаться,0.023
641,занимать,хотеть,0.038
642,изучать,заниматься,0.346
643,приносить,жаловаться,0.008
644,напоминать,продавать,0.015
645,объединяться,приобретать,0.2
646,посылать,посещать,0.0
647,собираться,посещать,0.062
648,посещать,прибывать,0.546
